REF_DATE,GEO,DGUID,Type_of_structure,Type_of_unit,VECTOR,COORDINATE,VALUE
2021,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Bachelor units,v3824434,106.4.1,1062.0
2021,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,One bedroom units,v3824622,106.4.2,1286.0
2021,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Two bedroom units,v3824810,106.4.3,1556.0
2021,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Three bedroom units,v3824998,106.4.4,1853.0
2021,"Toronto, Ontario",2011S0503535,Row and apartment structures of three units and over,Bachelor units,v3822835,125.3.1,1217.0
2021,"Toronto, Ontario",2011S0503535,Row and apartment structures of three units and over,One bedroom units,v3822969,125.3.2,1439.0
2021,"Toronto, Ontario",2011S0503535,Row and apartment structures of three units and over,Two bedroom units,v3823103,125.3.3,1680.0
2021,"Toronto, Ontario",2011S0503535,Row and apartment structures of three units and over,Three bedroom units,v3823237,125.3.4,1918.0
2021,"Toronto, Ontario",2011S0503535,Row structures of three units and over,One bedroom units,v3823505,125.2.2,1806.0
2021,"Toronto, Ontario",2011S0503535,Row structures of three units and over,Two bedroom units,v3823639,125.2.3,1835.0
2021,"Toronto, Ontario",2011S0503535,Row structures of three units and over,Three bedroom units,v3823773,125.2.4,1966.0
2021,"Toronto, Ontario",2011S0503535,Apartment structures of three units and over,Bachelor units,v3823907,125.1.1,1217.0
2021,"Toronto, Ontario",2011S0503535,Apartment structures of three units and over,One bedroom units,v3824041,125.1.2,1439.0
2021,"Toronto, Ontario",2011S0503535,Apartment structures of three units and over,Two bedroom units,v3824175,125.1.3,1679.0
2021,"Toronto, Ontario",2011S0503535,Apartment structures of three units and over,Three bedroom units,v3824309,125.1.4,1907.0
2021,"Toronto, Ontario",2011S0503535,Apartment structures of six units and over,Bachelor units,v3824443,125.4.1,1217.0
2021,"Toronto, Ontario",2011S0503535,Apartment structures of six units and over,One bedroom units,v3824631,125.4.2,1441.0
2021,"Toronto, Ontario",2011S0503535,Apartment structures of six units and over,Two bedroom units,v3824819,125.4.3,1681.0
2021,"Toronto, Ontario",2011S0503535,Apartment structures of six units and over,Three bedroom units,v3825007,125.4.4,1891.0
2021,"Vancouver, British Columbia",2011S0503933,Row and apartment structures of three units and over,Bachelor units,v3822837,184.3.1,1302.0
2021,"Vancouver, British Columbia",2011S0503933,Row and apartment structures of three units and over,One bedroom units,v3822971,184.3.2,1434.0
2021,"Vancouver, British Columbia",2011S0503933,Row and apartment structures of three units and over,Two bedroom units,v3823105,184.3.3,1830.0
2021,"Vancouver, British Columbia",2011S0503933,Row and apartment structures of three units and over,Three bedroom units,v3823239,184.3.4,2211.0
2021,"Vancouver, British Columbia",2011S0503933,Row structures of three units and over,Bachelor units,v3823373,184.2.1,1488.0
2021,"Vancouver, British Columbia",2011S0503933,Row structures of three units and over,One bedroom units,v3823507,184.2.2,1376.0
2021,"Vancouver, British Columbia",2011S0503933,Row structures of three units and over,Two bedroom units,v3823641,184.2.3,2048.0
2021,"Vancouver, British Columbia",2011S0503933,Row structures of three units and over,Three bedroom units,v3823775,184.2.4,2020.0
2021,"Vancouver, British Columbia",2011S0503933,Apartment structures of three units and over,Bachelor units,v3823909,184.1.1,1301.0
2021,"Vancouver, British Columbia",2011S0503933,Apartment structures of three units and over,One bedroom units,v3824043,184.1.2,1434.0
2021,"Vancouver, British Columbia",2011S0503933,Apartment structures of three units and over,Two bedroom units,v3824177,184.1.3,1824.0
2021,"Vancouver, British Columbia",2011S0503933,Apartment structures of three units and over,Three bedroom units,v3824311,184.1.4,2326.0
2021,"Vancouver, British Columbia",2011S0503933,Apartment structures of six units and over,Bachelor units,v3824445,184.4.1,1302.0
2021,"Vancouver, British Columbia",2011S0503933,Apartment structures of six units and over,One bedroom units,v3824633,184.4.2,1437.0
2021,"Vancouver, British Columbia",2011S0503933,Apartment structures of six units and over,Two bedroom units,v3824821,184.4.3,1828.0
2021,"Vancouver, British Columbia",2011S0503933,Apartment structures of six units and over,Three bedroom units,v3825009,184.4.4,2323.0
2022,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Bachelor units,v3822825,37.3.1,783.0
2022,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,One bedroom units,v3822959,37.3.2,957.0
2022,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Two bedroom units,v3823093,37.3.3,1270.0
2022,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Three bedroom units,v3823227,37.3.4,1374.0
2022,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row structures of three units and over,Two bedroom units,v3823629,37.2.3,1380.0
2022,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Bachelor units,v3823897,37.1.1,783.0
2022,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,One bedroom units,v3824031,37.1.2,958.0
2022,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Two bedroom units,v3824165,37.1.3,1269.0
2022,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Three bedroom units,v3824299,37.1.4,1379.0
2022,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Bachelor units,v3824433,37.4.1,796.0
2022,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,One bedroom units,v3824621,37.4.2,1000.0
2022,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Two bedroom units,v3824809,37.4.3,1286.0
2022,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Three bedroom units,v3824997,37.4.4,1315.0
2022,"Montréal, Quebec",2011S0503462,Row and apartment structures of three units and over,Bachelor units,v3822821,46.3.1,785.0
2022,"Montréal, Quebec",2011S0503462,Row and apartment structures of three units and over,One bedroom units,v3822955,46.3.2,912.0
2022,"Montréal, Quebec",2011S0503462,Row and apartment structures of three units and over,Two bedroom units,v3823089,46.3.3,1022.0
2022,"Montréal, Quebec",2011S0503462,Row and apartment structures of three units and over,Three bedroom units,v3823223,46.3.4,1232.0
2022,"Montréal, Quebec",2011S0503462,Row structures of three units and over,One bedroom units,v3823491,46.2.2,779.0
2022,"Montréal, Quebec",2011S0503462,Row structures of three units and over,Two bedroom units,v3823625,46.2.3,1000.0
2022,"Montréal, Quebec",2011S0503462,Row structures of three units and over,Three bedroom units,v3823759,46.2.4,1381.0
2022,"Montréal, Quebec",2011S0503462,Apartment structures of three units and over,Bachelor units,v3823893,46.1.1,785.0
2022,"Montréal, Quebec",2011S0503462,Apartment structures of three units and over,One bedroom units,v3824027,46.1.2,912.0
2022,"Montréal, Quebec",2011S0503462,Apartment structures of three units and over,Two bedroom units,v3824161,46.1.3,1022.0
2022,"Montréal, Quebec",2011S0503462,Apartment structures of three units and over,Three bedroom units,v3824295,46.1.4,1230.0
2022,"Montréal, Quebec",2011S0503462,Apartment structures of six units and over,Bachelor units,v3824429,46.4.1,799.0
2022,"Montréal, Quebec",2011S0503462,Apartment structures of six units and over,One bedroom units,v3824617,46.4.2,964.0
2022,"Montréal, Quebec",2011S0503462,Apartment structures of six units and over,Two bedroom units,v3824805,46.4.3,1054.0
2022,"Montréal, Quebec",2011S0503462,Apartment structures of six units and over,Three bedroom units,v3824993,46.4.4,1238.0
2022,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Bachelor units,v3822824,105.3.1,1088.0
2022,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,One bedroom units,v3822958,105.3.2,1285.0
2022,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Two bedroom units,v3823092,105.3.3,1499.0
2022,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Three bedroom units,v3823226,105.3.4,1628.0
2022,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,One bedroom units,v3823494,105.2.2,1175.0
2022,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,Two bedroom units,v3823628,105.2.3,1633.0
2022,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,Three bedroom units,v3823762,105.2.4,1669.0
2022,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Bachelor units,v3823896,105.1.1,1088.0
2022,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,One bedroom units,v3824030,105.1.2,1285.0
2022,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Two bedroom units,v3824164,105.1.3,1494.0
2022,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Three bedroom units,v3824298,105.1.4,1597.0
2022,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Bachelor units,v3824432,105.4.1,1099.0
2022,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,One bedroom units,v3824620,105.4.2,1307.0
2022,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Two bedroom units,v3824808,105.4.3,1515.0
2022,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Three bedroom units,v3824996,105.4.4,1583.0
2022,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Bachelor units,v3822826,106.3.1,1121.0
2022,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,One bedroom units,v3822960,106.3.2,1347.0
2022,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Two bedroom units,v3823094,106.3.3,1627.0
2022,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Three bedroom units,v3823228,106.3.4,1769.0
2022,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,One bedroom units,v3823496,106.2.2,1202.0
2022,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,Two bedroom units,v3823630,106.2.3,1658.0
2022,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,Three bedroom units,v3823764,106.2.4,1678.0
2022,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Bachelor units,v3823898,106.1.1,1122.0
2022,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,One bedroom units,v3824032,106.1.2,1347.0
2022,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Two bedroom units,v3824166,106.1.3,1625.0
2022,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Three bedroom units,v3824300,106.1.4,1947.0
2022,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Bachelor units,v3824434,106.4.1,1127.0
2022,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,One bedroom units,v3824622,106.4.2,1355.0
2022,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Two bedroom units,v3824810,106.4.3,1629.0
2022,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Three bedroom units,v3824998,106.4.4,1935.0
2022,"Toronto, Ontario",2011S0503535,Row and apartment structures of three units and over,Bachelor units,v3822835,125.3.1,1305.0
2022,"Toronto, Ontario",2011S0503535,Row and apartment structures of three units and over,One bedroom units,v3822969,125.3.2,1526.0
2022,"Toronto, Ontario",2011S0503535,Row and apartment structures of three units and over,Two bedroom units,v3823103,125.3.3,1779.0
2022,"Toronto, Ontario",2011S0503535,Row and apartment structures of three units and over,Three bedroom units,v3823237,125.3.4,2015.0
2022,"Toronto, Ontario",2011S0503535,Row structures of three units and over,One bedroom units,v3823505,125.2.2,1495.0
2022,"Toronto, Ontario",2011S0503535,Row structures of three units and over,Two bedroom units,v3823639,125.2.3,1748.0
2022,"Toronto, Ontario",2011S0503535,Row structures of three units and over,Three bedroom units,v3823773,125.2.4,1908.0
2022,"Toronto, Ontario",2011S0503535,Apartment structures of three units and over,Bachelor units,v3823907,125.1.1,1305.0
2022,"Toronto, Ontario",2011S0503535,Apartment structures of three units and over,One bedroom units,v3824041,125.1.2,1526.0
2022,"Toronto, Ontario",2011S0503535,Apartment structures of three units and over,Two bedroom units,v3824175,125.1.3,1779.0
2022,"Toronto, Ontario",2011S0503535,Apartment structures of three units and over,Three bedroom units,v3824309,125.1.4,2038.0
2022,"Toronto, Ontario",2011S0503535,Apartment structures of six units and over,Bachelor units,v3824443,125.4.1,1311.0
2022,"Toronto, Ontario",2011S0503535,Apartment structures of six units and over,One bedroom units,v3824631,125.4.2,1529.0
2022,"Toronto, Ontario",2011S0503535,Apartment structures of six units and over,Two bedroom units,v3824819,125.4.3,1780.0
2022,"Toronto, Ontario",2011S0503535,Apartment structures of six units and over,Three bedroom units,v3825007,125.4.4,2034.0
2022,"Vancouver, British Columbia",2011S0503933,Row and apartment structures of three units and over,Bachelor units,v3822837,184.3.1,1378.0
2022,"Vancouver, British Columbia",2011S0503933,Row and apartment structures of three units and over,One bedroom units,v3822971,184.3.2,1543.0
2022,"Vancouver, British Columbia",2011S0503933,Row and apartment structures of three units and over,Two bedroom units,v3823105,184.3.3,2009.0
2022,"Vancouver, British Columbia",2011S0503933,Row and apartment structures of three units and over,Three bedroom units,v3823239,184.3.4,2441.0
2022,"Vancouver, British Columbia",2011S0503933,Row structures of three units and over,Bachelor units,v3823373,184.2.1,1545.0
2022,"Vancouver, British Columbia",2011S0503933,Row structures of three units and over,One bedroom units,v3823507,184.2.2,1658.0
2022,"Vancouver, British Columbia",2011S0503933,Row structures of three units and over,Two bedroom units,v3823641,184.2.3,2392.0
2022,"Vancouver, British Columbia",2011S0503933,Row structures of three units and over,Three bedroom units,v3823775,184.2.4,2284.0
2022,"Vancouver, British Columbia",2011S0503933,Apartment structures of three units and over,Bachelor units,v3823909,184.1.1,1378.0
2022,"Vancouver, British Columbia",2011S0503933,Apartment structures of three units and over,One bedroom units,v3824043,184.1.2,1543.0
2022,"Vancouver, British Columbia",2011S0503933,Apartment structures of three units and over,Two bedroom units,v3824177,184.1.3,2002.0
2022,"Vancouver, British Columbia",2011S0503933,Apartment structures of three units and over,Three bedroom units,v3824311,184.1.4,2511.0
2022,"Vancouver, British Columbia",2011S0503933,Apartment structures of six units and over,Bachelor units,v3824445,184.4.1,1380.0
2022,"Vancouver, British Columbia",2011S0503933,Apartment structures of six units and over,One bedroom units,v3824633,184.4.2,1546.0
2022,"Vancouver, British Columbia",2011S0503933,Apartment structures of six units and over,Two bedroom units,v3824821,184.4.3,2005.0
2022,"Vancouver, British Columbia",2011S0503933,Apartment structures of six units and over,Three bedroom units,v3825009,184.4.4,2516.0
